ts,process,asap_layer,stride_tags,details
2026-06-26T09:01:51.553662+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""ee9359bb-dbfa-4d99-a711-cb1be3538e7e"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.553676+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""ee9359bb-dbfa-4d99-a711-cb1be3538e7e"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.563990+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""e14fbd07-6284-48f2-8a57-46b8d4362d33"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.564003+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""e14fbd07-6284-48f2-8a57-46b8d4362d33"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.573836+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""1230a82f-455c-4824-ad41-96afc8735d1d"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.573849+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""1230a82f-455c-4824-ad41-96afc8735d1d"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.584271+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""c59b8c08-9f8b-4296-885b-c023494003d4"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.584283+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""c59b8c08-9f8b-4296-885b-c023494003d4"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.594405+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""f1805030-afbe-4762-a052-87bb6b7f9cfb"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.594419+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""f1805030-afbe-4762-a052-87bb6b7f9cfb"", ""amount"": 100, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.594491+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.596349+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""2e762780-6a54-4f18-aa71-d958aca288cf"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.596357+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""2e762780-6a54-4f18-aa71-d958aca288cf"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.606359+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""9d4b581f-4d95-40a6-b2b7-386572fc5ac2"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.606373+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""9d4b581f-4d95-40a6-b2b7-386572fc5ac2"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.617069+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""6c9e1b45-76cf-4c1f-b5a5-f3c3cbd9b316"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.617082+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""6c9e1b45-76cf-4c1f-b5a5-f3c3cbd9b316"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.626624+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""e9419e09-5afe-48f1-af93-e83ab17512f7"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.626636+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""e9419e09-5afe-48f1-af93-e83ab17512f7"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.628534+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""db7b6017-3a74-4388-baac-93784bcc2277"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.628541+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""db7b6017-3a74-4388-baac-93784bcc2277"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.638137+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""7b5087c7-fe06-41b2-80e1-c1bae274de81"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.638160+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""7b5087c7-fe06-41b2-80e1-c1bae274de81"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.645627+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.647808+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""ef113c41-1ecc-4e48-a363-960f6527f4ab"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.647827+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""ef113c41-1ecc-4e48-a363-960f6527f4ab"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.657783+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""7d7f017d-fb1c-479e-b4a1-c860c1da7d75"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.657796+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""7d7f017d-fb1c-479e-b4a1-c860c1da7d75"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.667223+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""0a18fe84-0753-4442-a347-a5d0d7697221"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.667235+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""0a18fe84-0753-4442-a347-a5d0d7697221"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.674914+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.676885+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""ae342571-f36d-40d8-b98e-d5726a2423d3"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.676896+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""ae342571-f36d-40d8-b98e-d5726a2423d3"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.686296+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""7d873cd2-88fc-4925-be9e-36092f8cd6f8"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.686308+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""7d873cd2-88fc-4925-be9e-36092f8cd6f8"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.695650+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""e414c18e-b9e9-4ae7-a709-1bc1a32b5af7"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.695661+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""e414c18e-b9e9-4ae7-a709-1bc1a32b5af7"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.703260+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.705439+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""f61ef1a2-5af0-4c0a-8345-7323b682bcbc"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.705450+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""f61ef1a2-5af0-4c0a-8345-7323b682bcbc"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.714818+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""dc8d72fd-9778-4765-b087-47d3e3a8f122"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.714828+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""dc8d72fd-9778-4765-b087-47d3e3a8f122"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.724488+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""84841954-9236-41e5-b5a8-8864aeb687a5"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.724502+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""84841954-9236-41e5-b5a8-8864aeb687a5"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.726414+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""108a8929-5aff-4393-86eb-6e893b4b7bd8"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.726423+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""108a8929-5aff-4393-86eb-6e893b4b7bd8"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.736076+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""1fe19098-8d6d-4d95-bb3f-11893fee8081"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.736089+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""1fe19098-8d6d-4d95-bb3f-11893fee8081"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.736169+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.738117+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""fec8f2f7-621c-4ec9-945f-31275d983b5d"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.738127+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""fec8f2f7-621c-4ec9-945f-31275d983b5d"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.747505+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""311accac-6f67-4e0b-a2bf-c09f78b503cc"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.747517+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""311accac-6f67-4e0b-a2bf-c09f78b503cc"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.758090+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""26fd3fc2-6305-4c6f-8df0-63696a56d1fe"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.758104+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""26fd3fc2-6305-4c6f-8df0-63696a56d1fe"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.768226+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""f3607926-aad0-4621-910c-1478d7469675"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.768248+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""f3607926-aad0-4621-910c-1478d7469675"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.770186+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""f5a20ce6-4844-42fa-a537-9ebec2818cd1"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.770194+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""f5a20ce6-4844-42fa-a537-9ebec2818cd1"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.780168+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""5e84be3e-d94e-43c4-85d0-a6f951992742"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.780181+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""5e84be3e-d94e-43c4-85d0-a6f951992742"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.790277+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""d0759998-9d3d-40e3-9e83-643df245c2ff"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.790289+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""d0759998-9d3d-40e3-9e83-643df245c2ff"", ""amount"": 100, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.790353+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.792215+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""716d6644-40fd-4f57-bbe5-a68a7cc7f9b4"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.792223+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""716d6644-40fd-4f57-bbe5-a68a7cc7f9b4"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.802316+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""a2b4aee1-9341-4571-b822-40fceb605aab"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.802329+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""a2b4aee1-9341-4571-b822-40fceb605aab"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.812141+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""0cadb690-6278-4e01-b679-f8f619a11ed8"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.812168+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""0cadb690-6278-4e01-b679-f8f619a11ed8"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.821952+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""a6851904-238c-49a9-ba31-3f8c14e20008"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.821964+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""a6851904-238c-49a9-ba31-3f8c14e20008"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.832059+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""d09c06b0-27fe-48cc-913a-d1cb75b451e9"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.832072+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""d09c06b0-27fe-48cc-913a-d1cb75b451e9"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.834097+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""9d391d8b-0482-47b6-be87-0daf5343ebb8"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.834106+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""9d391d8b-0482-47b6-be87-0daf5343ebb8"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.844542+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""16528ddf-8f16-4f1e-8e22-17184f245d2b"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.844555+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""16528ddf-8f16-4f1e-8e22-17184f245d2b"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.854441+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""8f94cf0f-6ca4-4826-a32a-27465992b717"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.854453+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""8f94cf0f-6ca4-4826-a32a-27465992b717"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.864317+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""9cb74a36-c7b7-4ff8-80fb-a149398d8613"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.864330+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""9cb74a36-c7b7-4ff8-80fb-a149398d8613"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.874409+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""53598830-a385-41ac-8c31-04fb048a3495"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.874421+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""53598830-a385-41ac-8c31-04fb048a3495"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.884230+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""08eca89c-eece-4248-b401-8c55f9261772"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.884241+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""08eca89c-eece-4248-b401-8c55f9261772"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.894342+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""a4e06018-8cac-46e0-97a2-75742375490c"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.894355+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""a4e06018-8cac-46e0-97a2-75742375490c"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.904538+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""dc483693-ca43-4e9d-80b5-ff23b829cce5"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.904551+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""dc483693-ca43-4e9d-80b5-ff23b829cce5"", ""amount"": 100, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.906562+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""776926b8-4858-4e6c-8220-325ab98f5d14"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.906572+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""776926b8-4858-4e6c-8220-325ab98f5d14"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.914544+00:00,P9,Service,"[""InformationDisclosure""]","{""wallet_id"": ""w_payer"", ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.916645+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""58d9fdb5-d623-444f-8b39-2f8b3f048af5"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.916656+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""58d9fdb5-d623-444f-8b39-2f8b3f048af5"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.926516+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""4533e398-963f-487e-a53a-43fbee06a85b"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.926528+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""4533e398-963f-487e-a53a-43fbee06a85b"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.936642+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""3c8b7ee6-c3aa-44fd-b0c5-9952730b1a1c"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.936653+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""3c8b7ee6-c3aa-44fd-b0c5-9952730b1a1c"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.944442+00:00,P5,Platform,"[""DenialOfService""]","{""complexity"": 50, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.946552+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""594b6889-3e36-4a18-9d1d-e609dc2fea7c"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.946563+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""594b6889-3e36-4a18-9d1d-e609dc2fea7c"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.948467+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""ada58310-b63e-422e-bda1-89ac9b09f6b4"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.948475+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""ada58310-b63e-422e-bda1-89ac9b09f6b4"", ""amount"": 100, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.958469+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""cc934335-ccf7-41d8-b49d-0498ca3e23e4"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.958482+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""cc934335-ccf7-41d8-b49d-0498ca3e23e4"", ""amount"": 5000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.968716+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""b853b9f4-9997-4b48-98ba-9c285144875b"", ""amount"": 100, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.968728+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""b853b9f4-9997-4b48-98ba-9c285144875b"", ""amount"": 100, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.970699+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""b0caa9e4-b5ea-4ebc-bbee-b257ee288c9f"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.970708+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""b0caa9e4-b5ea-4ebc-bbee-b257ee288c9f"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.980830+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""663bb309-5fcd-4221-8d44-1646f1010319"", ""amount"": 5000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.980842+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""663bb309-5fcd-4221-8d44-1646f1010319"", ""amount"": 5000, ""ok"": false, ""label"": 1, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.982790+00:00,P4,Service,"[""Tampering""]","{""tx_id"": ""d7806079-820b-4043-acdb-eb87ab732823"", ""amount"": 1000, ""label"": 1, ""offline"": false, ""agent_id"": ""Q-Learning""}"
2026-06-26T09:01:51.982797+00:00,P5,Service,"[""Tampering"", ""InformationDisclosure""]","{""tx_id"": ""d7806079-820b-4043-acdb-eb87ab732823"", ""amount"": 1000, ""ok"": true, ""label"": 1, ""agent_id"": ""Q-Learning""}"
